Entity,Code,Day,Weekly_case_growth
2020 Summer Olympics athletes & staff,,7/1/2021,-100
2020 Summer Olympics athletes & staff,,7/2/2021,-100
2020 Summer Olympics athletes & staff,,7/3/2021,-100
2020 Summer Olympics athletes & staff,,7/4/2021,-100
2020 Summer Olympics athletes & staff,,7/5/2021,-100
2020 Summer Olympics athletes & staff,,7/6/2021,-100
2020 Summer Olympics athletes & staff,,7/7/2021,-100
2020 Summer Olympics athletes & staff,,7/22/2021,453.8461538
Afghanistan,AFG,3/7/2020,200
Afghanistan,AFG,3/8/2020,300
Afghanistan,AFG,3/10/2020,500
Afghanistan,AFG,3/11/2020,133.3333333
Afghanistan,AFG,3/12/2020,166.6666667
Afghanistan,AFG,3/13/2020,200
Afghanistan,AFG,3/14/2020,266.6666667
Afghanistan,AFG,3/15/2020,175
Afghanistan,AFG,3/16/2020,83.33333333
Afghanistan,AFG,3/17/2020,100
Afghanistan,AFG,3/18/2020,85.71428571
Afghanistan,AFG,3/19/2020,62.5
Afghanistan,AFG,3/20/2020,77.77777778
Afghanistan,AFG,3/21/2020,36.36363636
Afghanistan,AFG,3/22/2020,63.63636364
Afghanistan,AFG,3/23/2020,109.0909091
Afghanistan,AFG,3/24/2020,91.66666667
Afghanistan,AFG,3/25/2020,300
Afghanistan,AFG,3/26/2020,323.0769231
Afghanistan,AFG,3/27/2020,287.5
Afghanistan,AFG,3/28/2020,413.3333333
Afghanistan,AFG,3/29/2020,366.6666667
Afghanistan,AFG,3/30/2020,356.5217391
Afghanistan,AFG,3/31/2020,473.9130435
Afghanistan,AFG,4/1/2020,132.6923077
Afghanistan,AFG,4/2/2020,190.9090909
Afghanistan,AFG,4/3/2020,196.7741935
Afghanistan,AFG,4/4/2020,150.6493506
Afghanistan,AFG,4/5/2020,161.9047619
Afghanistan,AFG,4/6/2020,111.4285714
Afghanistan,AFG,4/7/2020,88.63636364
Afghanistan,AFG,4/8/2020,104.9586777
Afghanistan,AFG,4/9/2020,53.125
Afghanistan,AFG,4/10/2020,39.67391304
Afghanistan,AFG,4/11/2020,32.64248705
Afghanistan,AFG,4/12/2020,22.72727273
Afghanistan,AFG,4/13/2020,34.23423423
Afghanistan,AFG,4/14/2020,16.86746988
Afghanistan,AFG,4/15/2020,37.09677419
Afghanistan,AFG,4/16/2020,45.30612245
Afghanistan,AFG,4/17/2020,45.91439689
Afghanistan,AFG,4/18/2020,47.65625
Afghanistan,AFG,4/19/2020,44.07407407
Afghanistan,AFG,4/20/2020,21.1409396
Afghanistan,AFG,4/21/2020,29.89690722
Afghanistan,AFG,4/22/2020,15.29411765
Afghanistan,AFG,4/23/2020,10.95505618
Afghanistan,AFG,4/24/2020,13.06666667
Afghanistan,AFG,4/25/2020,40.21164021
Afghanistan,AFG,4/26/2020,37.53213368
Afghanistan,AFG,4/27/2020,87.53462604
Afghanistan,AFG,4/28/2020,94.97354497
Afghanistan,AFG,4/29/2020,94.64285714
Afghanistan,AFG,4/30/2020,125.5696203
Afghanistan,AFG,5/1/2020,126.4150943
Afghanistan,AFG,5/2/2020,89.81132075
Afghanistan,AFG,5/3/2020,119.2523364
Afghanistan,AFG,5/4/2020,75.92319055
Afghanistan,AFG,5/5/2020,89.28086839
Afghanistan,AFG,5/6/2020,90.43250328
Afghanistan,AFG,5/7/2020,61.27946128
Afghanistan,AFG,5/8/2020,55.20833333
Afghanistan,AFG,5/9/2020,56.26242545
Afghanistan,AFG,5/10/2020,44.75703325
Afghanistan,AFG,5/11/2020,50.46179681
Afghanistan,AFG,5/12/2020,24.94623656
Afghanistan,AFG,5/13/2020,26.22161046
Afghanistan,AFG,5/14/2020,44.46764092
Afghanistan,AFG,5/15/2020,52.55033557
Afghanistan,AFG,5/16/2020,50.19083969
Afghanistan,AFG,5/17/2020,33.2155477
Afghanistan,AFG,5/18/2020,33.14732143
Afghanistan,AFG,5/19/2020,54.10212278
Afghanistan,AFG,5/20/2020,59.16030534
Afghanistan,AFG,5/21/2020,46.29094412
Afghanistan,AFG,5/22/2020,39.24329081
Afghanistan,AFG,5/23/2020,52.39305379
Afghanistan,AFG,5/24/2020,73.2979664
Afghanistan,AFG,5/25/2020,71.96144174
Afghanistan,AFG,5/26/2020,55.62174237
Afghanistan,AFG,5/27/2020,47.75608085
Afghanistan,AFG,5/28/2020,43.62858084
Afghanistan,AFG,5/29/2020,40.37914692
Afghanistan,AFG,5/30/2020,25.81989994
Afghanistan,AFG,5/31/2020,17.93367347
Afghanistan,AFG,6/1/2020,11.55252254
Afghanistan,AFG,6/2/2020,11.9138756
Afghanistan,AFG,6/3/2020,11.54648736
Afghanistan,AFG,6/4/2020,15.03897295
Afghanistan,AFG,6/5/2020,19.513842
Afghanistan,AFG,6/6/2020,11.02275237
Afghanistan,AFG,6/7/2020,11.11832144
Afghanistan,AFG,6/8/2020,12.89053965
Afghanistan,AFG,6/9/2020,5.81445062
Afghanistan,AFG,6/10/2020,1.351070464
Afghanistan,AFG,6/11/2020,-3.607014747
Afghanistan,AFG,6/12/2020,-13.78531073
Afghanistan,AFG,6/13/2020,-9.430959013
Afghanistan,AFG,6/14/2020,-13.86022971
Afghanistan,AFG,6/15/2020,-10.76059609
Afghanistan,AFG,6/16/2020,-1.97979798
Afghanistan,AFG,6/17/2020,-2.953240361
Afghanistan,AFG,6/18/2020,-4.031424437
Afghanistan,AFG,6/19/2020,-5.373525557
Afghanistan,AFG,6/20/2020,-5.052724077
Afghanistan,AFG,6/21/2020,-8.09039548
Afghanistan,AFG,6/22/2020,-21.57883322
Afghanistan,AFG,6/23/2020,-34.93404782
Afghanistan,AFG,6/24/2020,-40.2578191
Afghanistan,AFG,6/25/2020,-43.36492891
Afghanistan,AFG,6/26/2020,-40.92797784
Afghanistan,AFG,6/27/2020,-49.60666358
Afghanistan,AFG,6/28/2020,-47.87312515
Afghanistan,AFG,6/29/2020,-42.45022124
Afghanistan,AFG,6/30/2020,-35.50839404
Afghanistan,AFG,7/1/2020,-24.97347011
Afghanistan,AFG,7/2/2020,-29.74515025
Afghanistan,AFG,7/3/2020,-26.80734662
Afghanistan,AFG,7/4/2020,-5.601469238
Afghanistan,AFG,7/5/2020,-6.41509434
Afghanistan,AFG,7/6/2020,-6.198942816
Afghanistan,AFG,7/7/2020,-8.300589391
Afghanistan,AFG,7/8/2020,-17.1145686
Afghanistan,AFG,7/9/2020,2.111532214
Afghanistan,AFG,7/10/2020,-0.160170849
Afghanistan,AFG,7/11/2020,-17.60700389
Afghanistan,AFG,7/12/2020,-24.39516129
Afghanistan,AFG,7/13/2020,-27.5102459
Afghanistan,AFG,7/14/2020,-27.37011248
Afghanistan,AFG,7/15/2020,-20.36405006
Afghanistan,AFG,7/16/2020,-38.38812301
Afghanistan,AFG,7/17/2020,-44.65240642
Afghanistan,AFG,7/18/2020,-45.51357733
Afghanistan,AFG,7/19/2020,-32.53333333
Afghanistan,AFG,7/20/2020,-36.53710247
Afghanistan,AFG,7/21/2020,-35.4719764
Afghanistan,AFG,7/22/2020,-47.64285714
Afghanistan,AFG,7/23/2020,-26.16179002
Afghanistan,AFG,7/24/2020,-26.66666667
Afghanistan,AFG,7/25/2020,-19.06825569
Afghanistan,AFG,7/26/2020,-31.4229249
Afghanistan,AFG,7/27/2020,-15.3674833
Afghanistan,AFG,7/28/2020,-13.94285714
Afghanistan,AFG,7/29/2020,1.773533424
Afghanistan,AFG,7/30/2020,-28.43822844
Afghanistan,AFG,7/31/2020,-9.486166008
Afghanistan,AFG,8/1/2020,-9.772423025
Afghanistan,AFG,8/2/2020,-20.17291066
Afghanistan,AFG,8/3/2020,-36.31578947
Afghanistan,AFG,8/4/2020,-44.88711819
Afghanistan,AFG,8/5/2020,-52.14477212
Afghanistan,AFG,8/6/2020,-35.50488599
Afghanistan,AFG,8/7/2020,-50.36390102
Afghanistan,AFG,8/8/2020,-48.66468843
Afghanistan,AFG,8/9/2020,-31.04693141
Afghanistan,AFG,8/10/2020,-14.04958678
Afghanistan,AFG,8/11/2020,17.34939759
Afghanistan,AFG,8/12/2020,44.53781513
Afghanistan,AFG,8/13/2020,24.74747475
Afghanistan,AFG,8/14/2020,43.98826979
Afghanistan,AFG,8/15/2020,43.35260116
Afghanistan,AFG,8/16/2020,32.72251309
Afghanistan,AFG,8/17/2020,23.55769231
Afghanistan,AFG,8/18/2020,-7.597535934
Afghanistan,AFG,8/19/2020,-19.76744186
Afghanistan,AFG,8/20/2020,-12.95546559
Afghanistan,AFG,8/21/2020,-20.97759674
Afghanistan,AFG,8/22/2020,-18.9516129
Afghanistan,AFG,8/23/2020,-21.10453649
Afghanistan,AFG,8/24/2020,-26.45914397
Afghanistan,AFG,8/25/2020,-22
Afghanistan,AFG,8/26/2020,-14.73429952
Afghanistan,AFG,8/27/2020,-37.90697674
Afghanistan,AFG,8/28/2020,-36.8556701
Afghanistan,AFG,8/29/2020,-52.98507463
Afghanistan,AFG,8/30/2020,-58.75
Afghanistan,AFG,8/31/2020,-69.84126984
Afghanistan,AFG,9/1/2020,-62.39316239
Afghanistan,AFG,9/2/2020,-60.33994334
Afghanistan,AFG,9/3/2020,-36.70411985
Afghanistan,AFG,9/4/2020,-28.97959184
Afghanistan,AFG,9/5/2020,1.058201058
Afghanistan,AFG,9/6/2020,47.27272727
Afghanistan,AFG,9/7/2020,193.8596491
Afghanistan,AFG,9/8/2020,147.7272727
Afghanistan,AFG,9/9/2020,115
Afghanistan,AFG,9/10/2020,68.04733728
Afghanistan,AFG,9/11/2020,73.56321839
Afghanistan,AFG,9/12/2020,65.96858639
Afghanistan,AFG,9/13/2020,30.86419753
Afghanistan,AFG,9/14/2020,-17.01492537
Afghanistan,AFG,9/15/2020,-9.785932722
Afghanistan,AFG,9/16/2020,3.322259136
Afghanistan,AFG,9/17/2020,5.633802817
Afghanistan,AFG,9/18/2020,-3.642384106
Afghanistan,AFG,9/19/2020,-12.30283912
Afghanistan,AFG,9/20/2020,3.144654088
Afghanistan,AFG,9/21/2020,8.633093525
Afghanistan,AFG,9/22/2020,-4.745762712
Afghanistan,AFG,9/23/2020,-6.752411576
Afghanistan,AFG,9/24/2020,-0.666666667
Afghanistan,AFG,9/25/2020,-0.687285223
Afghanistan,AFG,9/26/2020,-1.798561151
Afghanistan,AFG,9/27/2020,-44.20731707
Afghanistan,AFG,9/28/2020,-45.36423841
Afghanistan,AFG,9/29/2020,-43.77224199
Afghanistan,AFG,9/30/2020,-57.5862069
Afghanistan,AFG,10/1/2020,-61.40939597
Afghanistan,AFG,10/2/2020,-64.01384083
Afghanistan,AFG,10/3/2020,-61.53846154
Afghanistan,AFG,10/4/2020,-37.70491803
Afghanistan,AFG,10/5/2020,10.90909091
Afghanistan,AFG,10/6/2020,46.83544304
Afghanistan,AFG,10/7/2020,127.6422764
Afghanistan,AFG,10/8/2020,187.826087
Afghanistan,AFG,10/9/2020,287.5
Afghanistan,AFG,10/10/2020,286.6666667
Afghanistan,AFG,10/11/2020,301.754386
Afghanistan,AFG,10/12/2020,144.8087432
Afghanistan,AFG,10/13/2020,90.51724138
Afghanistan,AFG,10/14/2020,59.28571429
Afghanistan,AFG,10/15/2020,23.86706949
Afghanistan,AFG,10/16/2020,-1.985111663
Afghanistan,AFG,10/17/2020,7.881773399
Afghanistan,AFG,10/18/2020,-12.44541485
Afghanistan,AFG,10/19/2020,-6.919642857
Afghanistan,AFG,10/20/2020,-0.226244344
Afghanistan,AFG,10/21/2020,15.69506726
Afghanistan,AFG,10/22/2020,46.34146341
Afghanistan,AFG,10/23/2020,51.64556962
Afghanistan,AFG,10/24/2020,43.15068493
Afghanistan,AFG,10/25/2020,57.8553616
Afghanistan,AFG,10/26/2020,55.87529976
Afghanistan,AFG,10/27/2020,50.34013605
Afghanistan,AFG,10/28/2020,23.0620155
Afghanistan,AFG,10/29/2020,7
Afghanistan,AFG,10/30/2020,8.013355593
Afghanistan,AFG,10/31/2020,4.784688995
Afghanistan,AFG,11/1/2020,5.529225908
Afghanistan,AFG,11/2/2020,7.076923077
Afghanistan,AFG,11/3/2020,4.977375566
Afghanistan,AFG,11/4/2020,5.354330709
Afghanistan,AFG,11/5/2020,3.894080997
Afghanistan,AFG,11/6/2020,-0.927357032
Afghanistan,AFG,11/7/2020,-7.458143075
Afghanistan,AFG,11/8/2020,-1.497005988
Afghanistan,AFG,11/9/2020,-4.597701149
Afghanistan,AFG,11/10/2020,5.603448276
Afghanistan,AFG,11/11/2020,18.83408072
Afghanistan,AFG,11/12/2020,28.93553223
Afghanistan,AFG,11/13/2020,55.07020281
Afghanistan,AFG,11/14/2020,64.80263158
Afghanistan,AFG,11/15/2020,64.28571429
Afghanistan,AFG,11/16/2020,76.35542169
Afghanistan,AFG,11/17/2020,65.71428571
Afghanistan,AFG,11/18/2020,65.40880503
Afghanistan,AFG,11/19/2020,60.69767442
Afghanistan,AFG,11/20/2020,40.24144869
Afghanistan,AFG,11/21/2020,46.50698603
Afghanistan,AFG,11/22/2020,35.61517114
Afghanistan,AFG,11/23/2020,29.80358668
Afghanistan,AFG,11/24/2020,22.57799672
Afghanistan,AFG,11/25/2020,11.02661597
Afghanistan,AFG,11/26/2020,2.966714906
Afghanistan,AFG,11/27/2020,-2.43902439
Afghanistan,AFG,11/28/2020,-8.651226158
Afghanistan,AFG,11/29/2020,-3.819918145
Afghanistan,AFG,11/30/2020,-15.39473684
Afghanistan,AFG,12/1/2020,-10.1138647
Afghanistan,AFG,12/2/2020,-8.630136986
Afghanistan,AFG,12/3/2020,-13.07097681
Afghanistan,AFG,12/4/2020,-18.08823529
Afghanistan,AFG,12/5/2020,-8.426547353
Afghanistan,AFG,12/6/2020,-15.60283688
Afghanistan,AFG,12/7/2020,-3.421461897
Afghanistan,AFG,12/8/2020,-10.58122206
Afghanistan,AFG,12/9/2020,-15.06746627
Afghanistan,AFG,12/10/2020,-1.697655618
Afghanistan,AFG,12/11/2020,14.81149013
Afghanistan,AFG,12/12/2020,-5.781758958
Afghanistan,AFG,12/13/2020,2.605042017
Afghanistan,AFG,12/14/2020,-3.220611916
Afghanistan,AFG,12/15/2020,3
Afghanistan,AFG,12/16/2020,15.62224184
Afghanistan,AFG,12/17/2020,8.963815789
Afghanistan,AFG,12/18/2020,17.67005473
Afghanistan,AFG,12/19/2020,25.49697494
Afghanistan,AFG,12/20/2020,5.651105651
Afghanistan,AFG,12/21/2020,7.737104825
Afghanistan,AFG,12/22/2020,0.161812298
Afghanistan,AFG,12/23/2020,-2.900763359
Afghanistan,AFG,12/24/2020,-3.622641509
Afghanistan,AFG,12/25/2020,-20.99667774
Afghanistan,AFG,12/26/2020,-17.01101928
Afghanistan,AFG,12/27/2020,-5.271317829
Afghanistan,AFG,12/28/2020,-2.162162162
Afghanistan,AFG,12/29/2020,-6.300484653
Afghanistan,AFG,12/30/2020,-23.58490566
Afghanistan,AFG,12/31/2020,-31.79326547
Afghanistan,AFG,1/1/2021,-39.78132885
Afghanistan,AFG,1/2/2021,-46.8879668
Afghanistan,AFG,1/3/2021,-60.14729951
Afghanistan,AFG,1/4/2021,36.62194159
Afghanistan,AFG,1/5/2021,51.29310345
Afghanistan,AFG,1/6/2021,74.89711934
Afghanistan,AFG,1/7/2021,92.99655568
Afghanistan,AFG,1/8/2021,152.2346369
Afghanistan,AFG,1/9/2021,192.8125
Afghanistan,AFG,1/10/2021,303.0800821
Afghanistan,AFG,1/11/2021,-69.55517042
Afghanistan,AFG,1/12/2021,-72.70655271
Afghanistan,AFG,1/13/2021,-71.82352941
Afghanistan,AFG,1/14/2021,-66.21058894
Afghanistan,AFG,1/15/2021,-72.36987818
Afghanistan,AFG,1/16/2021,-71.29135539
Afghanistan,AFG,1/17/2021,-74.78349465
Afghanistan,AFG,1/18/2021,-0.569259962
Afghanistan,AFG,1/19/2021,16.28392484
Afghanistan,AFG,1/20/2021,44.88517745
Afghanistan,AFG,1/21/2021,10.56338028
Afghanistan,AFG,1/22/2021,30.66132265
Afghanistan,AFG,1/23/2021,15.42750929
Afghanistan,AFG,1/24/2021,23.43434343
Afghanistan,AFG,1/25/2021,16.41221374
Afghanistan,AFG,1/26/2021,9.33572711
Afghanistan,AFG,1/27/2021,-17.00288184
Afghanistan,AFG,1/28/2021,-22.29299363
Afghanistan,AFG,1/29/2021,-30.06134969
Afghanistan,AFG,1/30/2021,-27.69726248
Afghanistan,AFG,1/31/2021,-29.95090016
Afghanistan,AFG,2/1/2021,-36.55737705
Afghanistan,AFG,2/2/2021,-39.08045977
Afghanistan,AFG,2/3/2021,-44.44444444
Afghanistan,AFG,2/4/2021,-30.32786885
Afghanistan,AFG,2/5/2021,-28.50877193
Afghanistan,AFG,2/6/2021,-28.28507795
Afghanistan,AFG,2/7/2021,-27.10280374
Afghanistan,AFG,2/8/2021,-22.48062016
Afghanistan,AFG,2/9/2021,-29.11051213
Afghanistan,AFG,2/10/2021,-28.75
Afghanistan,AFG,2/11/2021,-44.41176471
Afghanistan,AFG,2/12/2021,-44.78527607
Afghanistan,AFG,2/13/2021,-55.59006211
Afghanistan,AFG,2/14/2021,-49.67948718
Afghanistan,AFG,2/15/2021,-48.33333333
Afghanistan,AFG,2/16/2021,-49.04942966
Afghanistan,AFG,2/17/2021,-39.47368421
Afghanistan,AFG,2/18/2021,-27.51322751
Afghanistan,AFG,2/19/2021,-27.77777778
Afghanistan,AFG,2/20/2021,-25.17482517
Afghanistan,AFG,2/21/2021,-28.66242038
Afghanistan,AFG,2/22/2021,-33.5483871
Afghanistan,AFG,2/23/2021,-4.47761194
Afghanistan,AFG,2/24/2021,-10.14492754
Afghanistan,AFG,2/25/2021,-10.2189781
Afghanistan,AFG,2/26/2021,-6.923076923
Afghanistan,AFG,2/27/2021,18.69158879
Afghanistan,AFG,2/28/2021,-1.785714286
Afghanistan,AFG,3/1/2021,12.62135922
Afghanistan,AFG,3/2/2021,-11.71875
Afghanistan,AFG,3/3/2021,-14.51612903
Afghanistan,AFG,3/4/2021,-22.76422764
Afghanistan,AFG,3/5/2021,8.26446281
Afghanistan,AFG,3/6/2021,4.724409449
Afghanistan,AFG,3/7/2021,20.90909091
Afghanistan,AFG,3/8/2021,23.27586207
Afghanistan,AFG,3/9/2021,3.539823009
Afghanistan,AFG,3/10/2021,16.98113208
Afghanistan,AFG,3/11/2021,49.47368421
Afghanistan,AFG,3/12/2021,0.763358779
Afghanistan,AFG,3/13/2021,-10.52631579
Afghanistan,AFG,3/14/2021,3.759398496
Afghanistan,AFG,3/15/2021,-23.77622378
Afghanistan,AFG,3/16/2021,1.709401709
Afghanistan,AFG,3/17/2021,-1.612903226
Afghanistan,AFG,3/18/2021,-10.56338028
Afghanistan,AFG,3/19/2021,-16.66666667
Afghanistan,AFG,3/20/2021,12.60504202
Afghanistan,AFG,3/21/2021,-14.49275362
Afghanistan,AFG,3/22/2021,54.12844037
Afghanistan,AFG,3/23/2021,52.94117647
Afghanistan,AFG,3/24/2021,44.26229508
Afghanistan,AFG,3/25/2021,43.30708661
Afghanistan,AFG,3/26/2021,68.18181818
Afghanistan,AFG,3/27/2021,47.01492537
Afghanistan,AFG,3/28/2021,61.86440678
Afghanistan,AFG,3/29/2021,0.595238095
Afghanistan,AFG,3/30/2021,13.73626374
Afghanistan,AFG,3/31/2021,48.86363636
Afghanistan,AFG,4/1/2021,59.89010989
Afghanistan,AFG,4/2/2021,71.89189189
Afghanistan,AFG,4/3/2021,54.82233503
Afghanistan,AFG,4/4/2021,100
Afghanistan,AFG,4/5/2021,133.7278107
Afghanistan,AFG,4/6/2021,90.82125604
Afghanistan,AFG,4/7/2021,59.92366412
Afghanistan,AFG,4/8/2021,46.39175258
Afghanistan,AFG,4/9/2021,40.56603774
Afghanistan,AFG,4/10/2021,80
Afghanistan,AFG,4/11/2021,26.70157068
Afghanistan,AFG,4/12/2021,32.91139241
Afghanistan,AFG,4/13/2021,48.10126582
Afghanistan,AFG,4/14/2021,47.7326969
Afghanistan,AFG,4/15/2021,38.73239437
Afghanistan,AFG,4/16/2021,32.66219239
Afghanistan,AFG,4/17/2021,5.100182149
Afghanistan,AFG,4/18/2021,30.78512397
Afghanistan,AFG,4/19/2021,24.95238095
Afghanistan,AFG,4/20/2021,15.04273504
Afghanistan,AFG,4/21/2021,16.63974152
Afghanistan,AFG,4/22/2021,31.64128596
Afghanistan,AFG,4/23/2021,56.8296796
Afghanistan,AFG,4/24/2021,74.87001733
Afghanistan,AFG,4/25/2021,65.87677725
Afghanistan,AFG,4/26/2021,70.27439024
Afghanistan,AFG,4/27/2021,76.5230312
Afghanistan,AFG,4/28/2021,60.11080332
Afghanistan,AFG,4/29/2021,62.46786632
Afghanistan,AFG,4/30/2021,29.35483871
Afghanistan,AFG,5/1/2021,19.82160555
Afghanistan,AFG,5/2/2021,21.80952381
Afghanistan,AFG,5/3/2021,15.04028648
Afghanistan,AFG,5/4/2021,12.62626263
Afghanistan,AFG,5/5/2021,23.44290657
Afghanistan,AFG,5/6/2021,25.47468354
Afghanistan,AFG,5/7/2021,42.1446384
Afghanistan,AFG,5/8/2021,50.20678246
Afghanistan,AFG,5/9/2021,34.48006255
Afghanistan,AFG,5/10/2021,37.19844358
Afghanistan,AFG,5/11/2021,37.5186846
Afghanistan,AFG,5/12/2021,34.61807989
Afghanistan,AFG,5/13/2021,18.72635561
Afghanistan,AFG,5/14/2021,11.11111111
Afghanistan,AFG,5/15/2021,-8.755506608
Afghanistan,AFG,5/16/2021,-4.534883721
Afghanistan,AFG,5/17/2021,-12.93250142
Afghanistan,AFG,5/18/2021,-23.04347826
Afghanistan,AFG,5/19/2021,-26.91306611
Afghanistan,AFG,5/20/2021,-18.74668083
Afghanistan,AFG,5/21/2021,-9.210526316
Afghanistan,AFG,5/22/2021,25.16596258
Afghanistan,AFG,5/23/2021,36.66260658
Afghanistan,AFG,5/24/2021,74.39739414
Afghanistan,AFG,5/25/2021,117.7966102
Afghanistan,AFG,5/26/2021,157.9059829
Afghanistan,AFG,5/27/2021,147.7777778
Afghanistan,AFG,5/28/2021,134.7826087
Afghanistan,AFG,5/29/2021,122.9990357
Afghanistan,AFG,5/30/2021,124.2869875
Afghanistan,AFG,5/31/2021,107.8072469
Afghanistan,AFG,6/1/2021,96.95201038
Afghanistan,AFG,6/2/2021,73.51560342
Afghanistan,AFG,6/3/2021,78.13241889
Afghanistan,AFG,6/4/2021,85.13580247
Afghanistan,AFG,6/5/2021,69.77297297
Afghanistan,AFG,6/6/2021,68.15020862
Afghanistan,AFG,6/7/2021,61.83713823
Afghanistan,AFG,6/8/2021,53.91834047
Afghanistan,AFG,6/9/2021,59.54162025
Afghanistan,AFG,6/10/2021,59.52909818
Afghanistan,AFG,6/11/2021,47.87943452
Afghanistan,AFG,6/12/2021,37.25165563
Afghanistan,AFG,6/13/2021,25.6882902
Afghanistan,AFG,6/14/2021,17.92735755
Afghanistan,AFG,6/15/2021,17.08204086
Afghanistan,AFG,6/16/2021,-7.841181165
Afghanistan,AFG,6/17/2021,-1.243850367
Afghanistan,AFG,6/18/2021,-0.631313131
Afghanistan,AFG,6/19/2021,-7.265472766
Afghanistan,AFG,6/20/2021,-16.5836232
Afghanistan,AFG,6/21/2021,17.20825092
Afghanistan,AFG,6/22/2021,13.98684451
Afghanistan,AFG,6/23/2021,58.78978134
Afghanistan,AFG,6/24/2021,22.20133471
Afghanistan,AFG,6/25/2021,16.69994554
Afghanistan,AFG,6/26/2021,28.65719432
Afghanistan,AFG,6/27/2021,44.91152936
Afghanistan,AFG,6/28/2021,-4.781420765
Afghanistan,AFG,6/29/2021,-8.55974994
Afghanistan,AFG,6/30/2021,-27.04342491
Afghanistan,AFG,7/1/2021,-17.82170602
Afghanistan,AFG,7/2/2021,-32.92891585
Afghanistan,AFG,7/3/2021,-32.92891585
Afghanistan,AFG,7/4/2021,-32.92891585
Afghanistan,AFG,7/5/2021,-14.03493966
Afghanistan,AFG,7/6/2021,-9.667806118
Afghanistan,AFG,7/7/2021,-3.176976266
Afghanistan,AFG,7/8/2021,-7.366154998
Afghanistan,AFG,7/9/2021,31.84137291
Afghanistan,AFG,7/10/2021,31.84137291
Afghanistan,AFG,7/11/2021,31.84137291
Afghanistan,AFG,7/12/2021,-14.43157275
Afghanistan,AFG,7/13/2021,-30.24451776
Afghanistan,AFG,7/14/2021,-26.44277167
Afghanistan,AFG,7/15/2021,-21.79448318
Afghanistan,AFG,7/16/2021,-44.88126649
Afghanistan,AFG,7/17/2021,-44.88126649
Afghanistan,AFG,7/18/2021,-44.88126649
Afghanistan,AFG,7/19/2021,-21.56952731
Afghanistan,AFG,7/20/2021,7.956600362
Afghanistan,AFG,7/21/2021,-24.28496458
Afghanistan,AFG,7/22/2021,-31.1369509
Africa,,2/26/2020,0
Africa,,2/27/2020,0
Africa,,3/3/2020,800
Africa,,3/4/2020,1800
Africa,,3/5/2020,2100
Africa,,3/6/2020,1900
Africa,,3/7/2020,1900
Africa,,3/8/2020,2533.333333
Africa,,3/9/2020,1085.714286
Africa,,3/10/2020,933.3333333
Africa,,3/11/2020,410.5263158
Africa,,3/12/2020,400
Africa,,3/13/2020,232.5
Africa,,3/14/2020,427.5
Africa,,3/15/2020,191.1392405
Africa,,3/16/2020,272.2891566
Africa,,3/17/2020,308.6021505
Africa,,3/18/2020,396.9072165
Africa,,3/19/2020,487.2727273
Africa,,3/20/2020,495.4887218
Africa,,3/21/2020,335.07109
Africa,,3/22/2020,388.6956522
Africa,,3/23/2020,358.8996764
Africa,,3/24/2020,364.7368421
Africa,,3/25/2020,350.8298755
Africa,,3/26/2020,294.1176471
Africa,,3/27/2020,268.3080808
Africa,,3/28/2020,232.5708061
Africa,,3/29/2020,197.8647687
Africa,,3/30/2020,138.2228491
Africa,,3/31/2020,99.94337486
Africa,,4/1/2020,65.99171652
Africa,,4/2/2020,45.52238806
Africa,,4/3/2020,38.08707576
Africa,,4/4/2020,43.03963315
Africa,,4/5/2020,34.79689367
Africa,,4/6/2020,42.18472469
Africa,,4/7/2020,37.38317757
Africa,,4/8/2020,40.171888
Africa,,4/9/2020,40.8097166
Africa,,4/10/2020,24.08142999
Africa,,4/11/2020,15.29654225
Africa,,4/12/2020,15.06758254
Africa,,4/13/2020,9.639808453
Africa,,4/14/2020,15.50195836
Africa,,4/15/2020,13.84493671
Africa,,4/16/2020,17.15545333
Africa,,4/17/2020,37.15486194
Africa,,4/18/2020,47.86494538
Africa,,4/19/2020,50.00962835
Africa,,4/20/2020,55.22218002
Africa,,4/21/2020,47.67089059
Africa,,4/22/2020,51.47671994
Africa,,4/23/2020,47.07133508
Africa,,4/24/2020,35.69657185
Africa,,4/25/2020,23.9355272
Africa,,4/26/2020,22.61874198
Africa,,4/27/2020,19.01149988
Africa,,4/28/2020,24.30505197
Africa,,4/29/2020,24.96845969
Africa,,4/30/2020,26.86616976
Africa,,5/1/2020,22.67254354
Africa,,5/2/2020,34.47491059
Africa,,5/3/2020,30.52763819
Africa,,5/4/2020,41.77631579
Africa,,5/5/2020,38.09431211
Africa,,5/6/2020,35.24229075
Africa,,5/7/2020,33.98807436
Africa,,5/8/2020,50.53895364
Africa,,5/9/2020,43.45583495
Africa,,5/10/2020,50.6657042
Africa,,5/11/2020,39.16038283
Africa,,5/12/2020,43.03316201
Africa,,5/13/2020,40.36373507
Africa,,5/14/2020,39.48298429
Africa,,5/15/2020,20.01979276
Africa,,5/16/2020,16.68539326
Africa,,5/17/2020,14.47431461
Africa,,5/18/2020,15.17740843
Africa,,5/19/2020,8.087619985
Africa,,5/20/2020,10.39934249
Africa,,5/21/2020,14.52165345
Africa,,5/22/2020,22.98103507
Africa,,5/23/2020,26.21088108
Africa,,5/24/2020,25.68359375
Africa,,5/25/2020,24.28752375
Africa,,5/26/2020,28.31314327
Africa,,5/27/2020,29.02123933
